(9, -8) 1 0.733162 0.719973 0.71565 0.713501 0.712216 0.711361 0.710752 -0.710295 0.709939 0.709656 0.709423 0.70923 0.709066 0.708926 0.708805 0.708698 0.708605 0.708521 0.708447 0.70838 0.708319 0.708264 0.708213 0.708167 0.708125 -0.708086 0.708049 0.708016 0.707984 
(9, -7) 1 0.734664 0.720705 0.716133 0.713863 0.712505 0.711601 0.710957 0.710474 0.710099 0.709799 0.709554 0.709349 0.709176 0.709028 0.7089 0.708788 0.708689 0.708601 0.708522 0.708451 0.708387 0.708329 0.708276 0.708227 0.708182 0.708141 0.708102 0.708067 0.708034 
(9, -6) 1 -0.736198 0.72145 0.716626 0.71423 0.712798 0.711845 0.711166 0.710657 0.710261 0.709945 0.709686 0.709471 0.709289 0.709133 0.708997 0.708879 0.708774 0.708682 0.708599 0.708524 0.708456 0.708395 0.708339 0.708288 0.70824 0.708197 0.708156 0.708119 0.708084 
(9, -5) 1 0.737715 0.722186 0.717112 0.714593 0.713088 0.712086 0.711372 0.710837 0.710421 0.710089 0.709817 0.709591 0.709399 0.709235 0.709093 0.708969 0.708859 0.708762 0.708674 0.708596 0.708525 0.70846 0.708401 0.708347 -0.708298 0.708252 0.708209 0.70817 0.708133 
(9, -4) 1 0.739149 0.722881 0.717571 0.714936 0.713361 0.712313 0.711566 0.711007 0.710572 0.710225 0.70994 0.709704 0.709504 0.709332 0.709183 0.709053 -0.708939 0.708837 0.708746 -0.708663 0.708589 -0.708522 -0.70846 0.708404 0.708352 -0.708304 0.708259 0.708218 0.70818 
(9, -3) 1 0.740413 0.723492 0.717974 0.715237 0.713601 0.712513 -0.711737 0.711156 0.710705 0.710344 0.710049 0.709803 0.709595 0.709417 0.709263 0.709128 0.709009 0.708903 0.708808 0.708723 0.708646 0.708576 0.708512 0.708453 0.708399 0.70835 0.708303 0.708261 0.708221 
(9, -2) 1 0.741413 0.723975 0.718292 0.715474 0.71379 0.71267 0.711872 0.711274 0.71081 0.710438 0.710134 0.709881 0.709668 0.709484 0.709325 0.709186 0.709064 0.708955 0.708858 0.70877 0.708691 0.708618 0.708553 0.708492 0.708437 0.708386 0.708338 0.708294 0.708253 
(9, -1) 1 0.742057 0.724286 0.718497 0.715627 0.713912 0.712772 0.711959 0.71135 0.710877 0.710499 0.710189 0.709932 0.709714 0.709527 0.709366 0.709224 0.709099 0.708989 0.708889 0.7088 0.708719 0.708646 0.708579 0.708517 0.708461 0.708409 0.708361 0.708316 0.708274 
(9, 0) 1 0.74228 0.724393 0.718568 0.71568 0.713954 0.712807 0.711989 0.711376 0.7109 0.71052 0.710208 0.709949 0.70973 0.709542 0.70938 0.709237 0.709112 0.709 0.7089 0.708811 0.708729 0.708655 0.708588 0.708526 0.708469 0.708417 0.708368 0.708323 0.708281 
(9, 1) 1 0.742057 0.724286 0.718497 0.715627 0.713912 0.712772 0.711959 0.71135 0.710877 0.710499 0.710189 0.709932 0.709714 0.709527 0.709366 0.709224 0.709099 0.708989 0.708889 0.7088 0.708719 0.708646 0.708579 0.708517 0.708461 0.708409 0.708361 0.708316 0.708274 
(9, 2) 1 0.741413 0.723975 0.718292 0.715474 0.71379 0.71267 0.711872 0.711274 0.71081 0.710438 0.710134 0.709881 0.709668 0.709484 0.709325 0.709186 0.709064 0.708955 0.708858 0.70877 0.708691 0.708618 0.708553 0.708492 0.708437 0.708386 0.708338 0.708294 0.708253 
(9, 3) 1 0.740413 0.723492 0.717974 0.715237 0.713601 0.712513 -0.711737 0.711156 0.710705 0.710344 0.710049 0.709803 0.709595 0.709417 0.709263 0.709128 0.709009 0.708903 0.708808 0.708723 0.708646 0.708576 0.708512 0.708453 0.708399 0.70835 0.708303 0.708261 0.708221 
(9, 4) 1 0.739149 0.722881 0.717571 0.714936 0.713361 0.712313 0.711566 0.711007 0.710572 0.710225 0.70994 0.709704 0.709504 0.709332 0.709183 0.709053 -0.708939 0.708837 0.708746 -0.708663 0.708589 -0.708522 -0.70846 0.708404 0.708352 -0.708304 0.708259 0.708218 0.70818 
(9, 5) 1 0.737715 0.722186 0.717112 0.714593 0.713088 0.712086 0.711372 0.710837 0.710421 0.710089 0.709817 0.709591 0.709399 0.709235 0.709093 0.708969 0.708859 0.708762 0.708674 0.708596 0.708525 0.70846 0.708401 0.708347 -0.708298 0.708252 0.708209 0.70817 0.708133 
(9, 6) 1 -0.736198 0.72145 0.716626 0.71423 0.712798 0.711845 0.711166 0.710657 0.710261 0.709945 0.709686 0.709471 0.709289 0.709133 0.708997 0.708879 0.708774 0.708682 0.708599 0.708524 0.708456 0.708395 0.708339 0.708288 0.70824 0.708197 0.708156 0.708119 0.708084 
(9, 7) 1 0.734664 0.720705 0.716133 0.713863 0.712505 0.711601 0.710957 0.710474 0.710099 0.709799 0.709554 0.709349 0.709176 0.709028 0.7089 0.708788 0.708689 0.708601 0.708522 0.708451 0.708387 0.708329 0.708276 0.708227 0.708182 0.708141 0.708102 0.708067 0.708034 
(9, 8) 1 0.733162 0.719973 0.71565 0.713501 0.712216 0.711361 0.710752 -0.710295 0.709939 0.709656 0.709423 0.70923 0.709066 0.708926 0.708805 0.708698 0.708605 0.708521 0.708447 0.70838 0.708319 0.708264 0.708213 0.708167 0.708125 -0.708086 0.708049 0.708016 0.707984 
(9, 9) 1 0.731723 0.719272 0.715186 0.713155 0.71194 0.711131 0.710554 0.710122 0.709786 0.709518 0.709298 0.709115 0.70896 0.708828 0.708713 0.708612 0.708524 0.708445 0.708374 0.708311 0.708254 0.708201 0.708154 0.70811 0.70807 0.708033 0.707998 0.707967 0.707937 
(9, 10) 1 0.730365 0.718608 0.714747 0.712827 0.711678 0.710913 0.710368 -0.709959 0.709641 0.709387 0.70918 0.709007 0.70886 0.708735 0.708626 0.708531 0.708447 0.708373 0.708306 0.708246 0.708192 0.708142 0.708097 0.708056 0.708018 0.707983 0.70795 0.70792 0.707892 
(9, 11) 1 0.729097 0.717988 0.714336 0.71252 0.711433 0.710709 0.710193 0.709806 0.709506 0.709265 0.709069 0.708905 0.708766 0.708648 0.708545 -0.708455 0.708376 0.708305 0.708242 0.708185 0.708134 0.708087 0.708044 0.708005 0.707969 0.707936 0.707905 0.707877 0.70785 
(9, 12) 1 0.727919 0.717411 -0.713954 0.712234 -0.711205 -0.71052 0.710031 0.709664 0.70938 0.709152 0.708966 0.708811 0.708679 -0.708567 -0.708469 0.708384 -0.708309 0.708242 -0.708182 0.708128 -0.70808 0.708035 -0.707995 0.707958 0.707924 0.707892 -0.707863 0.707836 0.707811 
(10, -12) 1 0.727077 0.716998 0.713681 0.71203 0.711041 0.710384 0.709914 0.709563 0.709289 0.709071 0.708892 0.708743 0.708617 0.708509 0.708415 0.708333 0.708261 0.708197 0.708139 0.708088 0.708041 0.707998 0.70796 -0.707924 0.707891 0.707861 0.707833 0.707807 0.707783 
(10, -11) 1 0.728111 0.717505 0.714016 0.712281 0.711242 0.71055 0.710057 0.709687 0.7094 0.70917 0.708982 0.708826 0.708693 0.70858 0.708482 0.708396 0.70832 0.708252 0.708192 0.708138 0.708088 0.708044 0.708003 0.707966 -0.707931 -0.7079 0.70787 0.707843 0.707817 
(10, -10) 1 0.729209 0.718043 0.714372 0.712547 0.711454 0.710727 0.710209 0.70982 0.709518 0.709276 0.709079 0.708914 0.708775 0.708655 0.708552 0.708462 0.708382 0.708311 0.708247 0.70819 0.708139 0.708092 0.708049 0.70801 0.707974 0.70794 0.707909 0.707881 0.707854 
(10, -9) 1 0.730365 0.718608 0.714747 0.712827 0.711678 0.710913 0.710368 0.709959 0.709641 0.709387 0.70918 0.709007 -0.70886 0.708735 0.708626 0.708531 0.708447 0.708373 0.708306 0.708246 0.708192 0.708142 0.708097 0.708056 0.708018 0.707983 0.70795 0.70792 0.707892 
(10, -8) 1 0.731569 0.719196 0.715136 0.713117 0.71191 0.711106 0.710533 0.710104 0.70977 0.709503 0.709285 0.709103 0.708949 0.708817 -0.708703 0.708603 0.708515 0.708437 0.708367 0.708304 0.708247 0.708195 -0.708147 0.708104 0.708064 0.708027 0.707993 0.707961 0.707932 
(10, -7) 1 0.732801 0.719797 0.715534 0.713414 0.712147 0.711304 0.710702 0.710251 0.709901 0.709621 0.709392 0.709201 0.70904 0.708901 0.708782 0.708677 0.708584 -0.708502 0.708429 0.708362 0.708303 0.708248 0.708198 0.708153 0.708111 0.708072 0.708037 0.708003 0.707972 
(10, -6) 1 0.734033 0.720397 0.71593 0.713711 0.712384 0.711501 0.710871 0.710399 0.710032 -0.709739 0.709499 0.709299 0.70913 0.708985 0.70886 0.70875 0.708653 0.708567 0.70849 0.708421 0.708358 0.708302 0.70825 0.708202 0.708158 0.708118 0.70808 0.708045 0.708013 
(10, -5) 1 0.735225 0.720977 0.716314 0.713997 0.712612 0.711691 0.711033 0.710541 0.710158 0.709852 0.709602 0.709394 0.709218 0.709066 0.708936 0.708821 0.70872 0.70863 0.70855 0.708478 0.708412 0.708353 0.708299 0.708249 0.708203 -0.708161 0.708122 0.708086 0.708052 
(10, -4) 1 0.736327 0.721513 0.716667 0.714261 0.712823 0.711866 0.711183 0.710672 0.710275 0.709957 0.709697 0.709481 0.709298 0.709141 -0.709005 0.708887 0.708782 -0.708688 0.708605 0.70853 0.708462 0.708401 0.708344 0.708293 0.708245 0.708201 0.708161 -0.708123 0.708088 
(10, -3) 1 0.737278 0.721975 0.716972 0.714489 0.713004 -0.712017 0.711313 0.710785 0.710375 0.710048 0.70978 0.709556 0.709367 0.709206 0.709065 0.708943 0.708835 0.708739 0.708653 0.708575 0.708505 0.708441 0.708383 0.70833 0.708281 0.708236 0.708194 0.708155 0.708119 
(10, -2) 1 0.738017 0.722333 0.717209 0.714666 0.713145 0.712134 0.711413 0.710873 0.710453 0.710118 0.709843 0.709615 0.709421 0.709256 0.709112 0.708987 0.708876 0.708777 0.708689 0.70861 0.708538 0.708473 0.708414 0.708359 0.708309 0.708263 0.70822 0.70818 0.708143 
(10, -1) 1 0.738488 0.722561 0.717359 0.714778 0.713235 0.712209 0.711477 0.710929 0.710503 0.710162 0.709884 0.709652 0.709455 0.709287 0.709142 0.709014 0.708902 0.708802 0.708713 0.708632 0.70856 0.708493 0.708433 0.708378 0.708327 0.70828 0.708236 0.708196 0.708158 
(10, 0) 1 0.738649 0.722639 0.717411 0.714816 0.713266 0.712234 0.711499 0.710948 0.71052 0.710177 0.709897 0.709664 0.709467 0.709298 0.709152 0.709024 0.708911 0.708811 0.708721 0.70864 0.708567 0.7085 0.70844 0.708384 0.708333 0.708286 0.708242 0.708201 0.708164 
(10, 1) 1 0.738488 0.722561 0.717359 0.714778 0.713235 0.712209 0.711477 0.710929 0.710503 0.710162 0.709884 0.709652 0.709455 0.709287 0.709142 0.709014 0.708902 0.708802 0.708713 0.708632 0.70856 0.708493 0.708433 0.708378 0.708327 0.70828 0.708236 0.708196 0.708158 
(10, 2) 1 0.738017 0.722333 0.717209 0.714666 0.713145 0.712134 0.711413 0.710873 0.710453 0.710118 0.709843 0.709615 0.709421 0.709256 0.709112 0.708987 0.708876 0.708777 0.708689 0.70861 0.708538 0.708473 0.708414 0.708359 0.708309 0.708263 0.70822 0.70818 0.708143 
(10, 3) 1 0.737278 0.721975 0.716972 0.714489 0.713004 -0.712017 0.711313 0.710785 0.710375 0.710048 0.70978 0.709556 0.709367 0.709206 0.709065 0.708943 0.708835 0.708739 0.708653 0.708575 0.708505 0.708441 0.708383 0.70833 0.708281 0.708236 0.708194 0.708155 0.708119 
(10, 4) 1 0.736327 0.721513 0.716667 0.714261 0.712823 0.711866 0.711183 0.710672 0.710275 0.709957 0.709697 0.709481 0.709298 0.709141 -0.709005 0.708887 0.708782 -0.708688 0.708605 0.70853 0.708462 0.708401 0.708344 0.708293 0.708245 0.708201 0.708161 -0.708123 0.708088 
(10, 5) 1 0.735225 0.720977 0.716314 0.713997 0.712612 0.711691 0.711033 0.710541 0.710158 0.709852 0.709602 0.709394 0.709218 0.709066 0.708936 0.708821 0.70872 0.70863 0.70855 0.708478 0.708412 0.708353 0.708299 0.708249 0.708203 -0.708161 0.708122 0.708086 0.708052 
(10, 6) 1 0.734033 0.720397 0.71593 0.713711 0.712384 0.711501 0.710871 0.710399 0.710032 -0.709739 0.709499 0.709299 0.70913 0.708985 0.70886 0.70875 0.708653 0.708567 0.70849 0.708421 0.708358 0.708302 0.70825 0.708202 0.708158 0.708118 0.70808 0.708045 0.708013 
(10, 7) 1 0.732801 0.719797 0.715534 0.713414 0.712147 0.711304 0.710702 0.710251 0.709901 0.709621 0.709392 0.709201 0.70904 0.708901 0.708782 0.708677 0.708584 -0.708502 0.708429 0.708362 0.708303 0.708248 0.708198 0.708153 0.708111 0.708072 0.708037 0.708003 0.707972 
(10, 8) 1 0.731569 0.719196 0.715136 0.713117 0.71191 0.711106 0.710533 0.710104 0.70977 0.709503 0.709285 0.709103 0.708949 0.708817 -0.708703 0.708603 0.708515 0.708437 0.708367 0.708304 0.708247 0.708195 -0.708147 0.708104 0.708064 0.708027 0.707993 0.707961 0.707932 
(10, 9) 1 0.730365 0.718608 0.714747 0.712827 0.711678 0.710913 0.710368 0.709959 0.709641 0.709387 0.70918 0.709007 -0.70886 0.708735 0.708626 0.708531 0.708447 0.708373 0.708306 0.708246 0.708192 0.708142 0.708097 0.708056 0.708018 0.707983 0.70795 0.70792 0.707892 
(10, 10) 1 0.729209 0.718043 0.714372 0.712547 0.711454 0.710727 0.710209 0.70982 0.709518 0.709276 0.709079 0.708914 0.708775 0.708655 0.708552 0.708462 0.708382 0.708311 0.708247 0.70819 0.708139 0.708092 0.708049 0.70801 0.707974 0.70794 0.707909 0.707881 0.707854 
(10, 11) 1 0.728111 0.717505 0.714016 0.712281 0.711242 0.71055 0.710057 0.709687 0.7094 0.70917 0.708982 0.708826 0.708693 0.70858 0.708482 0.708396 0.70832 0.708252 0.708192 0.708138 0.708088 0.708044 0.708003 0.707966 -0.707931 -0.7079 0.70787 0.707843 0.707817 
(10, 12) 1 0.727077 0.716998 0.713681 0.71203 0.711041 0.710384 0.709914 0.709563 0.709289 0.709071 0.708892 0.708743 0.708617 0.708509 0.708415 0.708333 0.708261 0.708197 0.708139 0.708088 0.708041 0.707998 0.70796 -0.707924 0.707891 0.707861 0.707833 0.707807 0.707783 
(11, -12) 1 0.726254 0.716594 0.713413 0.71183 0.710882 0.710251 0.7098 0.709463 0.709201 0.708991 0.708819 0.708676 0.708556 0.708452 0.708362 0.708284 0.708214 0.708153 0.708098 0.708048 0.708003 0.707962 0.707925 0.707891 0.70786 0.707831 0.707804 0.707779 0.707756 
(11, -11) 1 0.727161 0.717039 0.713708 0.71205 0.711058 0.710397 0.709926 0.709573 0.709298 0.709079 0.708899 0.708749 0.708623 0.708515 0.708421 0.708338 0.708266 0.708201 0.708144 0.708092 0.708045 0.708002 0.707963 0.707928 0.707895 0.707864 0.707836 0.70781 0.707786 
(11, -10) 1 0.728111 0.717505 0.714016 0.712281 0.711242 0.71055 0.710057 0.709687 0.7094 0.70917 0.708982 0.708826 0.708693 0.70858 0.708482 0.708396 0.70832 0.708252 0.708192 0.708138 0.708088 0.708044 0.708003 0.707966 0.707931 0.7079 0.70787 0.707843 -0.707817 
(11, -9) 1 0.729097 0.717988 -0.714336 0.71252 0.711433 0.710709 0.710193 0.709806 0.709506 0.709265 0.709069 0.708905 0.708766 0.708648 0.708545 -0.708455 0.708376 0.708305 0.708242 0.708185 0.708134 0.708087 0.708044 0.708005 0.707969 0.707936 0.707905 0.707877 0.70785 
(11, -8) 1 0.730107 0.718482 0.714663 0.712764 0.711628 0.710872 0.710332 0.709928 0.709614 0.709363 0.709157 0.708986 0.708841 0.708717 0.70861 0.708516 0.708433 0.708359 0.708293 0.708234 0.70818 0.708131 0.708086 0.708046 0.708008 0.707973 0.707941 0.707911 0.707884 
(11, -7) 1 0.731124 0.718979 0.714992 0.71301 0.711824 0.711035 0.710472 0.71005 0.709722 0.70946 0.709246 0.709067 -0.708916 0.708787 0.708675 0.708576 0.70849 0.708413 0.708344 0.708282 0.708226 0.708175 0.708129 0.708086 0.708047 0.708011 0.707977 -0.707946 0.707917 
(11, -6) 1 0.732122 0.719466 0.715314 0.713251 0.712016 0.711195 0.710609 0.71017 0.709829 0.709556 0.709333 0.709147 0.70899 0.708855 0.708738 0.708636 0.708546 0.708466 0.708394 0.70833 0.708272 0.708219 0.70817 0.708126 0.708085 0.708047 0.708013 0.70798 0.70795 
(11, -5) 1 0.733071 0.719929 0.71562 0.713479 0.712199 0.711347 0.710739 0.710284 0.70993 -0.709647 0.709415 0.709223 0.70906 0.70892 0.708799 0.708693 0.708599 0.708516 0.708442 0.708375 0.708315 0.70826 0.70821 0.708164 0.708121 0.708082 0.708046 0.708013 0.707981 
(11, -4) 1 0.733932 0.720348 0.715898 0.713687 0.712364 0.711484 0.710857 0.710387 0.710021 0.709729 0.70949 0.709291 0.709123 0.708979 0.708854 0.708744 0.708648 0.708562 0.708485 0.708416 0.708354 0.708297 0.708245 0.708198 0.708154 0.708114 0.708077 0.708042 -0.70801 
(11, -3) 1 0.734664 0.720705 0.716133 0.713863 0.712505 0.711601 0.710957 0.710474 0.710099 0.709799 0.709554 0.709349 0.709176 0.709028 0.7089 0.708788 0.708689 0.708601 0.708522 0.708451 0.708387 0.708329 0.708276 0.708227 0.708182 0.708141 0.708102 0.708067 0.708034 
(11, -2) 1 0.735225 0.720977 0.716314 0.713997 0.712612 0.711691 0.711033 0.710541 0.710158 0.709852 0.709602 0.709394 0.709218 0.709066 0.708936 0.708821 0.70872 0.70863 0.70855 0.708478 0.708412 0.708353 0.708299 0.708249 0.708203 0.708161 0.708122 0.708086 0.708052 
(11, -1) 1 0.735579 0.721149 0.716427 0.714082 0.71268 0.711747 0.711082 0.710583 0.710196 0.709886 0.709633 0.709422 0.709243 0.70909 0.708958 0.708842 0.70874 0.708649 0.708568 0.708495 0.708428 0.708368 0.708313 0.708263 0.708217 0.708174 0.708134 0.708098 0.708064 
(11, 0) 1 0.735699 0.721208 0.716466 0.714111 0.712703 0.711766 0.711098 0.710597 0.710208 0.709897 0.709643 0.709431 0.709252 0.709099 0.708966 0.708849 0.708747 0.708655 0.708574 0.7085 0.708434 0.708373 0.708318 0.708268 0.708221 0.708178 0.708139 0.708102 0.708067 
(11, 1) 1 0.735579 0.721149 0.716427 0.714082 0.71268 0.711747 0.711082 0.710583 0.710196 0.709886 0.709633 0.709422 0.709243 0.70909 0.708958 0.708842 0.70874 0.708649 0.708568 0.708495 0.708428 0.708368 0.708313 0.708263 0.708217 0.708174 0.708134 0.708098 0.708064 
(11, 2) 1 0.735225 0.720977 0.716314 0.713997 0.712612 0.711691 0.711033 0.710541 0.710158 0.709852 0.709602 0.709394 0.709218 0.709066 0.708936 0.708821 0.70872 0.70863 0.70855 0.708478 0.708412 0.708353 0.708299 0.708249 0.708203 0.708161 0.708122 0.708086 0.708052 
(11, 3) 1 0.734664 0.720705 0.716133 0.713863 0.712505 0.711601 0.710957 0.710474 0.710099 0.709799 0.709554 0.709349 0.709176 0.709028 0.7089 0.708788 0.708689 0.708601 0.708522 0.708451 0.708387 0.708329 0.708276 0.708227 0.708182 0.708141 0.708102 0.708067 0.708034 
(11, 4) 1 0.733932 0.720348 0.715898 0.713687 0.712364 0.711484 0.710857 0.710387 0.710021 0.709729 0.70949 0.709291 0.709123 0.708979 0.708854 0.708744 0.708648 0.708562 0.708485 0.708416 0.708354 0.708297 0.708245 0.708198 0.708154 0.708114 0.708077 0.708042 -0.70801 
(11, 5) 1 0.733071 0.719929 0.71562 0.713479 0.712199 0.711347 0.710739 0.710284 0.70993 -0.709647 0.709415 0.709223 0.70906 0.70892 0.708799 0.708693 0.708599 0.708516 0.708442 0.708375 0.708315 0.70826 0.70821 0.708164 0.708121 0.708082 0.708046 0.708013 0.707981 
(11, 6) 1 0.732122 0.719466 0.715314 0.713251 0.712016 0.711195 0.710609 0.71017 0.709829 0.709556 0.709333 0.709147 0.70899 0.708855 0.708738 0.708636 0.708546 0.708466 0.708394 0.70833 0.708272 0.708219 0.70817 0.708126 0.708085 0.708047 0.708013 0.70798 0.70795 
(11, 7) 1 0.731124 0.718979 0.714992 0.71301 0.711824 0.711035 0.710472 0.71005 0.709722 0.70946 0.709246 0.709067 -0.708916 0.708787 0.708675 0.708576 0.70849 0.708413 0.708344 0.708282 0.708226 0.708175 0.708129 0.708086 0.708047 0.708011 0.707977 -0.707946 0.707917 
(11, 8) 1 0.730107 0.718482 0.714663 0.712764 0.711628 0.710872 0.710332 0.709928 0.709614 0.709363 0.709157 0.708986 0.708841 0.708717 0.70861 0.708516 0.708433 0.708359 0.708293 0.708234 0.70818 0.708131 0.708086 0.708046 0.708008 0.707973 0.707941 0.707911 0.707884 
(11, 9) 1 0.729097 0.717988 -0.714336 0.71252 0.711433 0.710709 0.710193 0.709806 0.709506 0.709265 0.709069 0.708905 0.708766 0.708648 0.708545 -0.708455 0.708376 0.708305 0.708242 0.708185 0.708134 0.708087 0.708044 0.708005 0.707969 0.707936 0.707905 0.707877 0.70785 
(11, 10) 1 0.728111 0.717505 0.714016 0.712281 0.711242 0.71055 0.710057 0.709687 0.7094 0.70917 0.708982 0.708826 0.708693 0.70858 0.708482 0.708396 0.70832 0.708252 0.708192 0.708138 0.708088 0.708044 0.708003 0.707966 0.707931 0.7079 0.70787 0.707843 -0.707817 
(11, 11) 1 0.727161 0.717039 0.713708 0.71205 0.711058 0.710397 0.709926 0.709573 0.709298 0.709079 0.708899 0.708749 0.708623 0.708515 0.708421 0.708338 0.708266 0.708201 0.708144 0.708092 0.708045 0.708002 0.707963 0.707928 0.707895 0.707864 0.707836 0.70781 0.707786 
(11, 12) 1 0.726254 0.716594 0.713413 0.71183 0.710882 0.710251 0.7098 0.709463 0.709201 0.708991 0.708819 0.708676 0.708556 0.708452 0.708362 0.708284 0.708214 0.708153 0.708098 0.708048 0.708003 0.707962 0.707925 0.707891 0.70786 0.707831 0.707804 0.707779 0.707756 
(12, -12) 1 0.72546 0.716204 0.713155 0.711636 0.710727 0.710122 0.70969 0.709367 0.709115 0.708914 0.708749 0.708612 0.708496 0.708397 0.708311 0.708236 0.708169 0.70811 0.708057 0.70801 0.707967 0.707928 0.707892 0.707859 0.707829 0.707801 0.707775 0.707752 0.707729 
(12, -11) 1 0.726254 0.716594 0.713413 0.71183 0.710882 0.710251 0.7098 0.709463 0.709201 0.708991 0.708819 0.708676 0.708556 0.708452 0.708362 0.708284 0.708214 0.708153 0.708098 0.708048 0.708003 0.707962 0.707925 0.707891 0.70786 0.707831 0.707804 0.707779 0.707756 
(12, -10) 1 0.727077 0.716998 0.713681 0.71203 0.711041 0.710384 0.709914 0.709563 0.709289 0.709071 0.708892 0.708743 0.708617 0.708509 0.708415 0.708333 0.708261 0.708197 0.708139 0.708088 0.708041 0.707998 0.70796 0.707924 0.707891 0.707861 0.707833 0.707807 0.707783 
(12, -9) 1 0.727919 0.717411 0.713954 0.712234 0.711205 0.71052 0.710031 0.709664 0.70938 0.709152 0.708966 0.708811 0.708679 -0.708567 0.708469 0.708384 0.708309 0.708242 0.708182 0.708128 -0.70808 0.708035 0.707995 0.707958 0.707924 0.707892 -0.707863 0.707836 0.707811 
(12, -8) 1 -0.728771 0.717828 0.71423 0.712441 0.71137 0.710657 0.710148 0.709767 0.709471 0.709234 0.70904 0.708879 0.708742 0.708625 0.708524 0.708435 0.708357 0.708288 0.708225 0.708169 0.708119 0.708073 0.708031 0.707992 0.707957 0.707924 0.707894 0.707866 0.707839 
(12, -7) 1 0.729615 0.718241 0.714504 0.712645 0.711533 0.710793 0.710265 0.709869 0.709561 -0.709315 0.709114 0.708947 0.708805 0.708683 0.708578 0.708486 0.708405 0.708333 0.708268 0.70821 0.708157 0.70811 0.708066 0.708026 0.707989 0.707955 -0.707924 -0.707894 0.707867 
(12, -6) 1 0.730431 0.71864 0.714768 0.712843 0.711691 0.710924 0.710377 0.709967 -0.709649 0.709394 0.709185 0.709012 0.708865 0.708739 0.70863 0.708535 0.708451 0.708376 0.708309 0.708249 -0.708195 0.708145 0.7081 0.708059 0.70802 0.707985 -0.707953 0.707922 0.707894 
(12, -5) 1 0.731196 0.719014 0.715015 -0.713027 0.711838 -0.711047 0.710482 0.710059 0.70973 0.709467 0.709252 0.709073 0.708922 0.708792 0.708679 0.708581 0.708494 0.708417 0.708348 0.708286 0.70823 0.708178 0.708132 0.708089 0.70805 0.708013 0.70798 0.707949 0.70792 
(12, -4) 1 0.731881 0.719348 0.715237 0.713193 0.71197 0.711156 0.710576 0.710141 0.709803 0.709533 0.709312 0.709128 0.708972 0.708839 0.708723 0.708622 0.708533 0.708453 0.708382 0.708318 0.708261 0.708208 0.70816 0.708116 0.708076 0.708039 0.708004 0.707972 0.707942 
(12, -3) 1 0.732455 0.719628 0.715422 0.713331 0.71208 0.711248 0.710655 0.71021 0.709864 0.709588 0.709362 0.709174 0.709014 0.708878 0.70876 0.708656 0.708565 0.708484 0.708411 0.708346 0.708287 0.708233 0.708184 0.708139 0.708098 0.70806 0.708024 0.707992 0.707961 
(12, -2) 1 0.73289 0.719841 0.715562 0.713436 0.712164 0.711318 0.710714 0.710262 0.709911 0.70963 0.7094 0.709208 0.709046 0.708908 0.708787 0.708682 0.708589 0.708507 0.708433 0.708367 0.708307 0.708252 0.708202 0.708156 0.708114 0.708076 0.70804 0.708006 0.707975 
(12, -1) 1 0.733162 0.719973 0.71565 0.713501 0.712216 0.711361 0.710752 0.710295 0.709939 0.709656 0.709423 0.70923 0.709066 0.708926 0.708805 0.708698 0.708605 0.708521 0.708447 0.70838 0.708319 0.708264 0.708213 0.708167 0.708125 0.708086 0.708049 0.708016 0.707984 
(12, 0) 1 0.733255 0.720018 0.71568 0.713524 0.712234 0.711376 0.710764 0.710306 0.709949 0.709664 0.709431 0.709237 0.709073 0.708932 0.708811 0.708704 0.70861 0.708526 0.708451 0.708384 0.708323 0.708268 0.708217 0.708171 0.708128 0.708089 0.708053 0.708019 0.707987 
(12, 1) 1 0.733162 0.719973 0.71565 0.713501 0.712216 0.711361 0.710752 0.710295 0.709939 0.709656 0.709423 0.70923 0.709066 0.708926 0.708805 0.708698 0.708605 0.708521 0.708447 0.70838 0.708319 0.708264 0.708213 0.708167 0.708125 0.708086 0.708049 0.708016 0.707984 
(12, 2) 1 0.73289 0.719841 0.715562 0.713436 0.712164 0.711318 0.710714 0.710262 0.709911 0.70963 0.7094 0.709208 0.709046 0.708908 0.708787 0.708682 0.708589 0.708507 0.708433 0.708367 0.708307 0.708252 0.708202 0.708156 0.708114 0.708076 0.70804 0.708006 0.707975 
(12, 3) 1 0.732455 0.719628 0.715422 0.713331 0.71208 0.711248 0.710655 0.71021 0.709864 0.709588 0.709362 0.709174 0.709014 0.708878 0.70876 0.708656 0.708565 0.708484 0.708411 0.708346 0.708287 0.708233 0.708184 0.708139 0.708098 0.70806 0.708024 0.707992 0.707961 
(12, 4) 1 0.731881 0.719348 0.715237 0.713193 0.71197 0.711156 0.710576 0.710141 0.709803 0.709533 0.709312 0.709128 0.708972 0.708839 0.708723 0.708622 0.708533 0.708453 0.708382 0.708318 0.708261 0.708208 0.70816 0.708116 0.708076 0.708039 0.708004 0.707972 0.707942 
(12, 5) 1 0.731196 0.719014 0.715015 -0.713027 0.711838 -0.711047 0.710482 0.710059 0.70973 0.709467 0.709252 0.709073 0.708922 0.708792 0.708679 0.708581 0.708494 0.708417 0.708348 0.708286 0.70823 0.708178 0.708132 0.708089 0.70805 0.708013 0.70798 0.707949 0.70792 
